grade,substandard_description,substandard_id,direct_instructions,match_confidence,similarity_score,llm_explanation
3,Select fractions equivalent to whole numbers,CCSS.MATH.CONTENT.3.NF.A.3.C+3,Skill: Fractions | Grade: 3 | Sequence 1: Reading and writing mixed numerals | Examples: Write two and one-third; Write four and two-fifths; Write six and one-half; Read these numerals: 2 1/3; Read these numerals: 4 2/5 | Sequence 2: Writing a fraction as an equivalent to one whole group | Examples: 4/4 =; 3/3 =,Low,0.245,
3,"Estimate sums and differences of whole numbers (≤ 1,000) by rounding each addend or subtrahend to the nearest ten or hundred.",CCSS.MATH.CONTENT.3.NBT.A.1+3,Skill: Data Analysis | Grade: 3 | Sequence 1: Represent a data set with several categories using scaled picture and bar graphs | Visual Aids: Scaled picture graph with several categories; Scaled bar graph with several categories | Sequence 2: Solve one- and two-step problems using information presented in scaled picture and bar graphs | Examples: How many students choose blue or orange as their favorite color? Is this more or less than the number of students who choose green as their favorite color?; Which group is greater: the number of students who chose orange or pink as their favorite color or the number of students who chose black or green? | Visual Aids: Scaled picture graph; Scaled bar graph | Sequence 3: Represent data on a line plot using a scale of less than 1 | Visual Aids: Line plot with scale to the nearest 1/4 inch; Line plot with scale to the nearest 1/2 inch,Very Low,0.194,
3,Add within 1000 using models.,CCSS.MATH.CONTENT.3.NBT.A.2+4,"Skill: Subtraction | Grade: 3 | Sequence 1: Subtracting a three- or four-digit number from a four-digit number; renaming from thousands to hundreds | Examples: 4689 - 1832; 5284 - 4631; 3481 - 1681 | Sequence 2: Subtracting a one-, two-, three-, or four-digit number from a four-digit number; renaming required in several columns | Examples: 5342 - 68; 6143 - 217; 5231 - 1658 | Sequence 3: Subtracting a two-, three-, or four-digit number from a four-digit number; a zero in either the tens or hundreds column | Examples: 4023 - 184; 5304 - 1211; 5304 - 418 | Sequence 4: Hundreds minus 1 facts | Examples: 700 - 1 = ?; 400 - 1 = ?; 800 - 1 = ? | Sequence 5: Subtracting a one-, two-, three-, or four-digit number from a four-digit number; a zero in the tens and hundreds column | Examples: 4000 - 1357; 2001 - 1453; 8000 - 4264 | Sequence 6: Subtracting a one-, two-, three-, or four-digit number from a four-digit number with zeros in the hundreds, tens, and ones columns | Examples: 1000 - 283; 1000 - 82; 1000 - 80",Very Low,0.127,
3,Fluently add within 1000 using strategies and algorithms based on place value and properties of operations.,CCSS.MATH.CONTENT.3.NBT.A.2+1,"Skill: Symbol Identification and Place Value | Grade: 3 | Sequence 1: Reading and writing thousands numerals between 1,000 and 9,999 with no zeros in hundreds or tens column | Examples: Read 3,248; Read 7,151; Read 1,318; Write five thousand three hundred fourteen; Write two thousand six hundred forty-three | Visual Aids: Place value chart | Sequence 2: Reading and writing thousands numerals between 1,000 and 9,999 with a zero in the hundreds column | Examples: Read 7,025; Read 8,014; Read 2,092; Write five thousand seventy-two; Write one thousand forty | Visual Aids: Place value chart | Sequence 3: Reading and writing thousands numerals between 1,000 and 9,999 with zeros in the hundreds and/or tens columns | Examples: Read 7,025; Read 2,002; Read 1,409; Write six thousand eight; Write nine thousand four | Visual Aids: Place value chart | Sequence 4: Column alignment: Rewriting horizontal problems | Examples: Rewrite vertically: 35 + 1,083 + 245; Rewrite vertically: 4,035 - 23; Rewrite vertically: 8 + 2,835",Low,0.245,
3,Fluently subtract within 1000 using strategies and algorithms based on place value and properties of operations.,CCSS.MATH.CONTENT.3.NBT.A.2+2,"Skill: Symbol Identification and Place Value | Grade: 3 | Sequence 1: Reading and writing thousands numerals between 1,000 and 9,999 with no zeros in hundreds or tens column | Examples: Read 3,248; Read 7,151; Read 1,318; Write five thousand three hundred fourteen; Write two thousand six hundred forty-three | Visual Aids: Place value chart | Sequence 2: Reading and writing thousands numerals between 1,000 and 9,999 with a zero in the hundreds column | Examples: Read 7,025; Read 8,014; Read 2,092; Write five thousand seventy-two; Write one thousand forty | Visual Aids: Place value chart | Sequence 3: Reading and writing thousands numerals between 1,000 and 9,999 with zeros in the hundreds and/or tens columns | Examples: Read 7,025; Read 2,002; Read 1,409; Write six thousand eight; Write nine thousand four | Visual Aids: Place value chart | Sequence 4: Column alignment: Rewriting horizontal problems | Examples: Rewrite vertically: 35 + 1,083 + 245; Rewrite vertically: 4,035 - 23; Rewrite vertically: 8 + 2,835",Low,0.245,
3,Solve word problems with addition and subtraction,CCSS.MATH.CONTENT.3.NBT.A.2+3,"Skill: Problem Solving | Grade: 3 | Sequence 1: Multiplication/division problems with the word ""each"" or ""every"" | Examples: Marcus has 4 boxes. In each box there are 6 pencils. How many pencils does Marcus have?; Tamara jogs 5 miles every day. How far will she jog in 3 days?; There are 20 students. The teacher wants to divide them into 4 equal groups. How many students will be in each group? | Sequence 2: Multiplication/division problems with the word ""per"" or a phrase using ""a"" | Examples: The ABC Company makes pens. They put 5 pens in a box. How many pens are in 3 boxes?; Rosa runs 2 miles per day. How many days will it take her to run 8 miles? | Sequence 3: Addition/subtraction problems with larger numerals | Examples: Travis ran 214 miles in January and 158 miles in February. How many more miles did he run in January?; There are 153 students in the school. If there are 61 girls in the school, how many boys are there? | Sequence 4: Multiplication/division problems with larger numerals | Examples: There are 35 students in every class. There are 5 classes in the school. How many students are in the school?; Jean worked 2 days. If she makes $16 a day, how much did she make?; Jill has 215 pencils. She wants to make bundles with 5 pencils in each bundle. How many bundles can she make? | Sequence 5: Addition/subtraction problems with distractors | Examples: There are 20 blue pencils, 5 red pencils, and 16 yellow pens in a bag. How many pencils are in the bag?; Bill weighed 120 pounds. He ran 5 miles. Now he weighs 117 pounds. How much did he lose?; Bill had 12 hats; 5 hats were old. He gave away 3 old hats. How many hats does he have left?",Very Low,0.143,
3,Fluently multiply within 100.,CCSS.MATH.CONTENT.3.OA.C.7+1,"Skill: Symbol Identification and Place Value | Grade: 3 | Sequence 1: Reading and writing thousands numerals between 1,000 and 9,999 with no zeros in hundreds or tens column | Examples: Read 3,248; Read 7,151; Read 1,318; Write five thousand three hundred fourteen; Write two thousand six hundred forty-three | Visual Aids: Place value chart | Sequence 2: Reading and writing thousands numerals between 1,000 and 9,999 with a zero in the hundreds column | Examples: Read 7,025; Read 8,014; Read 2,092; Write five thousand seventy-two; Write one thousand forty | Visual Aids: Place value chart | Sequence 3: Reading and writing thousands numerals between 1,000 and 9,999 with zeros in the hundreds and/or tens columns | Examples: Read 7,025; Read 2,002; Read 1,409; Write six thousand eight; Write nine thousand four | Visual Aids: Place value chart | Sequence 4: Column alignment: Rewriting horizontal problems | Examples: Rewrite vertically: 35 + 1,083 + 245; Rewrite vertically: 4,035 - 23; Rewrite vertically: 8 + 2,835",Very Low,0.000,
3,Understand a fraction 1/b as the quantity formed by 1 part when a whole is partitioned into b equal parts.,CCSS.MATH.CONTENT.3.NF.A.1+1,Skill: Fractions | Grade: 3 | Sequence 1: Reading and writing mixed numerals | Examples: Write two and one-third; Write four and two-fifths; Write six and one-half; Read these numerals: 2 1/3; Read these numerals: 4 2/5 | Sequence 2: Writing a fraction as an equivalent to one whole group | Examples: 4/4 =; 3/3 =,Low,0.200,
3,Identify visual models that represent unit fractions (1/n).,CCSS.MATH.CONTENT.3.NF.A.1+2,"Skill: Geometry | Grade: 3 | Sequence 1: Find the perimeter | Examples: Find the perimeter of this square. | Visual Aids: A square with side lengths labeled '4""'. | Sequence 2: Find the area of rectangle or square | Examples: Find the area of this rectangle. | Visual Aids: A rectangle with side lengths labeled '3""' and '6""'. | Sequence 3: Identify parallel lines | Examples: Circle each group of parallel lines. | Visual Aids: Diagrams showing groups of parallel and non-parallel lines. | Sequence 4: Identify perpendicular lines | Examples: Circle each group of perpendicular lines. | Visual Aids: Diagrams showing groups of perpendicular and non-perpendicular lines. | Sequence 5: Identify a parallelogram | Examples: Circle each parallelogram. | Visual Aids: Images of parallelograms and other quadrilaterals. | Sequence 6: Draw a line segment | Examples: Draw the line segment CD. | Visual Aids: Four points labeled A, B, C, and D.",Very Low,0.158,
3,Plot given unit fractions (1/n) on a number line that is partitioned into n equal intervals.,CCSS.MATH.CONTENT.3.NF.A.2.A+1,Skill: Data Analysis | Grade: 3 | Sequence 1: Represent a data set with several categories using scaled picture and bar graphs | Visual Aids: Scaled picture graph with several categories; Scaled bar graph with several categories | Sequence 2: Solve one- and two-step problems using information presented in scaled picture and bar graphs | Examples: How many students choose blue or orange as their favorite color? Is this more or less than the number of students who choose green as their favorite color?; Which group is greater: the number of students who chose orange or pink as their favorite color or the number of students who chose black or green? | Visual Aids: Scaled picture graph; Scaled bar graph | Sequence 3: Represent data on a line plot using a scale of less than 1 | Visual Aids: Line plot with scale to the nearest 1/4 inch; Line plot with scale to the nearest 1/2 inch,Low,0.229,
3,Identify unit fractions on number lines.,CCSS.MATH.CONTENT.3.NF.A.2.A+2,"Skill: Geometry | Grade: 3 | Sequence 1: Find the perimeter | Examples: Find the perimeter of this square. | Visual Aids: A square with side lengths labeled '4""'. | Sequence 2: Find the area of rectangle or square | Examples: Find the area of this rectangle. | Visual Aids: A rectangle with side lengths labeled '3""' and '6""'. | Sequence 3: Identify parallel lines | Examples: Circle each group of parallel lines. | Visual Aids: Diagrams showing groups of parallel and non-parallel lines. | Sequence 4: Identify perpendicular lines | Examples: Circle each group of perpendicular lines. | Visual Aids: Diagrams showing groups of perpendicular and non-perpendicular lines. | Sequence 5: Identify a parallelogram | Examples: Circle each parallelogram. | Visual Aids: Images of parallelograms and other quadrilaterals. | Sequence 6: Draw a line segment | Examples: Draw the line segment CD. | Visual Aids: Four points labeled A, B, C, and D.",Low,0.257,
3,Graph unit fractions on number lines.,CCSS.MATH.CONTENT.3.NF.A.2.A+3,Skill: Data Analysis | Grade: 3 | Sequence 1: Represent a data set with several categories using scaled picture and bar graphs | Visual Aids: Scaled picture graph with several categories; Scaled bar graph with several categories | Sequence 2: Solve one- and two-step problems using information presented in scaled picture and bar graphs | Examples: How many students choose blue or orange as their favorite color? Is this more or less than the number of students who choose green as their favorite color?; Which group is greater: the number of students who chose orange or pink as their favorite color or the number of students who chose black or green? | Visual Aids: Scaled picture graph; Scaled bar graph | Sequence 3: Represent data on a line plot using a scale of less than 1 | Visual Aids: Line plot with scale to the nearest 1/4 inch; Line plot with scale to the nearest 1/2 inch,Very Low,0.192,
3,Represent a fraction a/b with a fraction model.,CCSS.MATH.CONTENT.3.NF.A.2.B+1,Skill: Fractions | Grade: 3 | Sequence 1: Reading and writing mixed numerals | Examples: Write two and one-third; Write four and two-fifths; Write six and one-half; Read these numerals: 2 1/3; Read these numerals: 4 2/5 | Sequence 2: Writing a fraction as an equivalent to one whole group | Examples: 4/4 =; 3/3 =,Very Low,0.129,
3,"Determine the fraction of a whole described in a word problem and select the visual model that correctly represents that fraction (denominators ≤ 12).
",CCSS.MATH.CONTENT.3.NF.A.2.B+3,Skill: Fractions | Grade: 3 | Sequence 1: Reading and writing mixed numerals | Examples: Write two and one-third; Write four and two-fifths; Write six and one-half; Read these numerals: 2 1/3; Read these numerals: 4 2/5 | Sequence 2: Writing a fraction as an equivalent to one whole group | Examples: 4/4 =; 3/3 =,Very Low,0.176,
3,Identify the fraction that represents the length of a highlighted segment on a number line partitioned into equal intervals (denominators ≤ 12).,CCSS.MATH.CONTENT.3.NF.A.2.B+4,"Skill: Geometry | Grade: 3 | Sequence 1: Find the perimeter | Examples: Find the perimeter of this square. | Visual Aids: A square with side lengths labeled '4""'. | Sequence 2: Find the area of rectangle or square | Examples: Find the area of this rectangle. | Visual Aids: A rectangle with side lengths labeled '3""' and '6""'. | Sequence 3: Identify parallel lines | Examples: Circle each group of parallel lines. | Visual Aids: Diagrams showing groups of parallel and non-parallel lines. | Sequence 4: Identify perpendicular lines | Examples: Circle each group of perpendicular lines. | Visual Aids: Diagrams showing groups of perpendicular and non-perpendicular lines. | Sequence 5: Identify a parallelogram | Examples: Circle each parallelogram. | Visual Aids: Images of parallelograms and other quadrilaterals. | Sequence 6: Draw a line segment | Examples: Draw the line segment CD. | Visual Aids: Four points labeled A, B, C, and D.",Low,0.253,
3,"Represent a fraction a/b on a number line diagram by marking off a lengths 1/b from 0, recognizinng that the resulting interval has size a/b and that its endpoint locates the number a/b on the number line.",CCSS.MATH.CONTENT.3.NF.A.2.B+2,"Skill: Subtraction | Grade: 3 | Sequence 1: Subtracting a three- or four-digit number from a four-digit number; renaming from thousands to hundreds | Examples: 4689 - 1832; 5284 - 4631; 3481 - 1681 | Sequence 2: Subtracting a one-, two-, three-, or four-digit number from a four-digit number; renaming required in several columns | Examples: 5342 - 68; 6143 - 217; 5231 - 1658 | Sequence 3: Subtracting a two-, three-, or four-digit number from a four-digit number; a zero in either the tens or hundreds column | Examples: 4023 - 184; 5304 - 1211; 5304 - 418 | Sequence 4: Hundreds minus 1 facts | Examples: 700 - 1 = ?; 400 - 1 = ?; 800 - 1 = ? | Sequence 5: Subtracting a one-, two-, three-, or four-digit number from a four-digit number; a zero in the tens and hundreds column | Examples: 4000 - 1357; 2001 - 1453; 8000 - 4264 | Sequence 6: Subtracting a one-, two-, three-, or four-digit number from a four-digit number with zeros in the hundreds, tens, and ones columns | Examples: 1000 - 283; 1000 - 82; 1000 - 80",Low,0.362,
3,Generate measurement data by measuring lengths using rulers marked with halves and fourths of an inch.,CCSS.MATH.CONTENT.3.MD.B.4+1,Skill: Data Analysis | Grade: 3 | Sequence 1: Represent a data set with several categories using scaled picture and bar graphs | Visual Aids: Scaled picture graph with several categories; Scaled bar graph with several categories | Sequence 2: Solve one- and two-step problems using information presented in scaled picture and bar graphs | Examples: How many students choose blue or orange as their favorite color? Is this more or less than the number of students who choose green as their favorite color?; Which group is greater: the number of students who chose orange or pink as their favorite color or the number of students who chose black or green? | Visual Aids: Scaled picture graph; Scaled bar graph | Sequence 3: Represent data on a line plot using a scale of less than 1 | Visual Aids: Line plot with scale to the nearest 1/4 inch; Line plot with scale to the nearest 1/2 inch,Low,0.242,
3,Find fractions equivalent to whole numbers.,CCSS.MATH.CONTENT.3.NF.A.3.C+4,Skill: Fractions | Grade: 3 | Sequence 1: Reading and writing mixed numerals | Examples: Write two and one-third; Write four and two-fifths; Write six and one-half; Read these numerals: 2 1/3; Read these numerals: 4 2/5 | Sequence 2: Writing a fraction as an equivalent to one whole group | Examples: 4/4 =; 3/3 =,Low,0.219,
3,"Understand two fractions as equivalent (equal) if they are the same size, or the same point on a number line.",CCSS.MATH.CONTENT.3.NF.A.3.A+1,Skill: Data Analysis | Grade: 3 | Sequence 1: Represent a data set with several categories using scaled picture and bar graphs | Visual Aids: Scaled picture graph with several categories; Scaled bar graph with several categories | Sequence 2: Solve one- and two-step problems using information presented in scaled picture and bar graphs | Examples: How many students choose blue or orange as their favorite color? Is this more or less than the number of students who choose green as their favorite color?; Which group is greater: the number of students who chose orange or pink as their favorite color or the number of students who chose black or green? | Visual Aids: Scaled picture graph; Scaled bar graph | Sequence 3: Represent data on a line plot using a scale of less than 1 | Visual Aids: Line plot with scale to the nearest 1/4 inch; Line plot with scale to the nearest 1/2 inch,Low,0.212,
3,"Given multiple number lines with different fractions, identify two equivalent fractions.",CCSS.MATH.CONTENT.3.NF.A.3.A+2,"Skill: Geometry | Grade: 3 | Sequence 1: Find the perimeter | Examples: Find the perimeter of this square. | Visual Aids: A square with side lengths labeled '4""'. | Sequence 2: Find the area of rectangle or square | Examples: Find the area of this rectangle. | Visual Aids: A rectangle with side lengths labeled '3""' and '6""'. | Sequence 3: Identify parallel lines | Examples: Circle each group of parallel lines. | Visual Aids: Diagrams showing groups of parallel and non-parallel lines. | Sequence 4: Identify perpendicular lines | Examples: Circle each group of perpendicular lines. | Visual Aids: Diagrams showing groups of perpendicular and non-perpendicular lines. | Sequence 5: Identify a parallelogram | Examples: Circle each parallelogram. | Visual Aids: Images of parallelograms and other quadrilaterals. | Sequence 6: Draw a line segment | Examples: Draw the line segment CD. | Visual Aids: Four points labeled A, B, C, and D.",Low,0.205,
3,"Given a fraction, graph and equivalent fraction on a number line.",CCSS.MATH.CONTENT.3.NF.A.3.A+3,Skill: Data Analysis | Grade: 3 | Sequence 1: Represent a data set with several categories using scaled picture and bar graphs | Visual Aids: Scaled picture graph with several categories; Scaled bar graph with several categories | Sequence 2: Solve one- and two-step problems using information presented in scaled picture and bar graphs | Examples: How many students choose blue or orange as their favorite color? Is this more or less than the number of students who choose green as their favorite color?; Which group is greater: the number of students who chose orange or pink as their favorite color or the number of students who chose black or green? | Visual Aids: Scaled picture graph; Scaled bar graph | Sequence 3: Represent data on a line plot using a scale of less than 1 | Visual Aids: Line plot with scale to the nearest 1/4 inch; Line plot with scale to the nearest 1/2 inch,Very Low,0.194,
3,"Recognize and generate simple equivalent fractions, explaining why the fractions are equivalent.",CCSS.MATH.CONTENT.3.NF.A.3.B+1,Skill: Fractions | Grade: 3 | Sequence 1: Reading and writing mixed numerals | Examples: Write two and one-third; Write four and two-fifths; Write six and one-half; Read these numerals: 2 1/3; Read these numerals: 4 2/5 | Sequence 2: Writing a fraction as an equivalent to one whole group | Examples: 4/4 =; 3/3 =,Low,0.230,
3,Select fractions equivalent to whole numbers using models,CCSS.MATH.CONTENT.3.NF.A.3.C+2,Skill: Fractions | Grade: 3 | Sequence 1: Reading and writing mixed numerals | Examples: Write two and one-third; Write four and two-fifths; Write six and one-half; Read these numerals: 2 1/3; Read these numerals: 4 2/5 | Sequence 2: Writing a fraction as an equivalent to one whole group | Examples: 4/4 =; 3/3 =,Low,0.227,
3,"Express whole numbers as fractions, and recognize fractions that are equivalent to whole numbers. ",CCSS.MATH.CONTENT.3.NF.A.3.C+1,Skill: Fractions | Grade: 3 | Sequence 1: Reading and writing mixed numerals | Examples: Write two and one-third; Write four and two-fifths; Write six and one-half; Read these numerals: 2 1/3; Read these numerals: 4 2/5 | Sequence 2: Writing a fraction as an equivalent to one whole group | Examples: 4/4 =; 3/3 =,Low,0.269,
3,Compare two unit fractions.,CCSS.MATH.CONTENT.3.NF.A.3.D+1,Skill: Fractions | Grade: 3 | Sequence 1: Reading and writing mixed numerals | Examples: Write two and one-third; Write four and two-fifths; Write six and one-half; Read these numerals: 2 1/3; Read these numerals: 4 2/5 | Sequence 2: Writing a fraction as an equivalent to one whole group | Examples: 4/4 =; 3/3 =,Low,0.211,
3,Compare two fractions that have the same numerator.,CCSS.MATH.CONTENT.3.NF.A.3.D+2,Skill: Fractions | Grade: 3 | Sequence 1: Reading and writing mixed numerals | Examples: Write two and one-third; Write four and two-fifths; Write six and one-half; Read these numerals: 2 1/3; Read these numerals: 4 2/5 | Sequence 2: Writing a fraction as an equivalent to one whole group | Examples: 4/4 =; 3/3 =,Very Low,0.151,
3,Compare two fractions that have the same denominator.,CCSS.MATH.CONTENT.3.NF.A.3.D+3,Skill: Fractions | Grade: 3 | Sequence 1: Reading and writing mixed numerals | Examples: Write two and one-third; Write four and two-fifths; Write six and one-half; Read these numerals: 2 1/3; Read these numerals: 4 2/5 | Sequence 2: Writing a fraction as an equivalent to one whole group | Examples: 4/4 =; 3/3 =,Very Low,0.151,
3,Compare two fractions that have the same numerator or denominator.,CCSS.MATH.CONTENT.3.NF.A.3.D+4,Skill: Fractions | Grade: 3 | Sequence 1: Reading and writing mixed numerals | Examples: Write two and one-third; Write four and two-fifths; Write six and one-half; Read these numerals: 2 1/3; Read these numerals: 4 2/5 | Sequence 2: Writing a fraction as an equivalent to one whole group | Examples: 4/4 =; 3/3 =,Very Low,0.144,
3,"Distinguish between hour and minute hands on analog clocks, demonstrate accurate minute reading using multiplication by fives and individual tick mark counting, and analyze hour hand positioning relative to elapsed time within each hour.",CCSS.MATH.CONTENT.3.MD.A.1+1,"Skill: Symbol Identification and Place Value | Grade: 3 | Sequence 1: Reading and writing thousands numerals between 1,000 and 9,999 with no zeros in hundreds or tens column | Examples: Read 3,248; Read 7,151; Read 1,318; Write five thousand three hundred fourteen; Write two thousand six hundred forty-three | Visual Aids: Place value chart | Sequence 2: Reading and writing thousands numerals between 1,000 and 9,999 with a zero in the hundreds column | Examples: Read 7,025; Read 8,014; Read 2,092; Write five thousand seventy-two; Write one thousand forty | Visual Aids: Place value chart | Sequence 3: Reading and writing thousands numerals between 1,000 and 9,999 with zeros in the hundreds and/or tens columns | Examples: Read 7,025; Read 2,002; Read 1,409; Write six thousand eight; Write nine thousand four | Visual Aids: Place value chart | Sequence 4: Column alignment: Rewriting horizontal problems | Examples: Rewrite vertically: 35 + 1,083 + 245; Rewrite vertically: 4,035 - 23; Rewrite vertically: 8 + 2,835",Very Low,0.197,
3,Find the elapsed time in mathematical problems.,CCSS.MATH.CONTENT.3.MD.A.1+2,"Skill: Geometry | Grade: 3 | Sequence 1: Find the perimeter | Examples: Find the perimeter of this square. | Visual Aids: A square with side lengths labeled '4""'. | Sequence 2: Find the area of rectangle or square | Examples: Find the area of this rectangle. | Visual Aids: A rectangle with side lengths labeled '3""' and '6""'. | Sequence 3: Identify parallel lines | Examples: Circle each group of parallel lines. | Visual Aids: Diagrams showing groups of parallel and non-parallel lines. | Sequence 4: Identify perpendicular lines | Examples: Circle each group of perpendicular lines. | Visual Aids: Diagrams showing groups of perpendicular and non-perpendicular lines. | Sequence 5: Identify a parallelogram | Examples: Circle each parallelogram. | Visual Aids: Images of parallelograms and other quadrilaterals. | Sequence 6: Draw a line segment | Examples: Draw the line segment CD. | Visual Aids: Four points labeled A, B, C, and D.",Low,0.242,
3,Find the elapsed time: word problems.,CCSS.MATH.CONTENT.3.MD.A.1+4,"Skill: Geometry | Grade: 3 | Sequence 1: Find the perimeter | Examples: Find the perimeter of this square. | Visual Aids: A square with side lengths labeled '4""'. | Sequence 2: Find the area of rectangle or square | Examples: Find the area of this rectangle. | Visual Aids: A rectangle with side lengths labeled '3""' and '6""'. | Sequence 3: Identify parallel lines | Examples: Circle each group of parallel lines. | Visual Aids: Diagrams showing groups of parallel and non-parallel lines. | Sequence 4: Identify perpendicular lines | Examples: Circle each group of perpendicular lines. | Visual Aids: Diagrams showing groups of perpendicular and non-perpendicular lines. | Sequence 5: Identify a parallelogram | Examples: Circle each parallelogram. | Visual Aids: Images of parallelograms and other quadrilaterals. | Sequence 6: Draw a line segment | Examples: Draw the line segment CD. | Visual Aids: Four points labeled A, B, C, and D.",Low,0.201,
3,Solve word problems to find the end time.,CCSS.MATH.CONTENT.3.MD.A.1+5,"Skill: Geometry | Grade: 3 | Sequence 1: Find the perimeter | Examples: Find the perimeter of this square. | Visual Aids: A square with side lengths labeled '4""'. | Sequence 2: Find the area of rectangle or square | Examples: Find the area of this rectangle. | Visual Aids: A rectangle with side lengths labeled '3""' and '6""'. | Sequence 3: Identify parallel lines | Examples: Circle each group of parallel lines. | Visual Aids: Diagrams showing groups of parallel and non-parallel lines. | Sequence 4: Identify perpendicular lines | Examples: Circle each group of perpendicular lines. | Visual Aids: Diagrams showing groups of perpendicular and non-perpendicular lines. | Sequence 5: Identify a parallelogram | Examples: Circle each parallelogram. | Visual Aids: Images of parallelograms and other quadrilaterals. | Sequence 6: Draw a line segment | Examples: Draw the line segment CD. | Visual Aids: Four points labeled A, B, C, and D.",Very Low,0.165,
3,"Solve word problems to find the start, end, or elapsed time.",CCSS.MATH.CONTENT.3.MD.A.1+6,"Skill: Geometry | Grade: 3 | Sequence 1: Find the perimeter | Examples: Find the perimeter of this square. | Visual Aids: A square with side lengths labeled '4""'. | Sequence 2: Find the area of rectangle or square | Examples: Find the area of this rectangle. | Visual Aids: A rectangle with side lengths labeled '3""' and '6""'. | Sequence 3: Identify parallel lines | Examples: Circle each group of parallel lines. | Visual Aids: Diagrams showing groups of parallel and non-parallel lines. | Sequence 4: Identify perpendicular lines | Examples: Circle each group of perpendicular lines. | Visual Aids: Diagrams showing groups of perpendicular and non-perpendicular lines. | Sequence 5: Identify a parallelogram | Examples: Circle each parallelogram. | Visual Aids: Images of parallelograms and other quadrilaterals. | Sequence 6: Draw a line segment | Examples: Draw the line segment CD. | Visual Aids: Four points labeled A, B, C, and D.",Very Low,0.167,
3,Solve two step start and end time word problems.,CCSS.MATH.CONTENT.3.MD.A.1+7,Skill: Fractions | Grade: 3 | Sequence 1: Reading and writing mixed numerals | Examples: Write two and one-third; Write four and two-fifths; Write six and one-half; Read these numerals: 2 1/3; Read these numerals: 4 2/5 | Sequence 2: Writing a fraction as an equivalent to one whole group | Examples: 4/4 =; 3/3 =,Very Low,0.101,
3,Measure and estimate liquid volumes using liters (l).,CCSS.MATH.CONTENT.3.MD.A.2+1,Skill: Data Analysis | Grade: 3 | Sequence 1: Represent a data set with several categories using scaled picture and bar graphs | Visual Aids: Scaled picture graph with several categories; Scaled bar graph with several categories | Sequence 2: Solve one- and two-step problems using information presented in scaled picture and bar graphs | Examples: How many students choose blue or orange as their favorite color? Is this more or less than the number of students who choose green as their favorite color?; Which group is greater: the number of students who chose orange or pink as their favorite color or the number of students who chose black or green? | Visual Aids: Scaled picture graph; Scaled bar graph | Sequence 3: Represent data on a line plot using a scale of less than 1 | Visual Aids: Line plot with scale to the nearest 1/4 inch; Line plot with scale to the nearest 1/2 inch,Very Low,0.112,
3,Measure and estimate the masses of objects using standard units of grams (g) and kilograms (kg).,CCSS.MATH.CONTENT.3.MD.A.2+2,Skill: Measurement | Grade: 3 | Sequence 1: Customary units: liquid capacity | Examples: _____cups in a pint; _____pints in a quart; _____quarts in a gallon | Sequence 2: Metric units: weight | Examples: _____grams in a kilogram; About how much does a pencil weigh? 75 mg 75 g 75 kg 75 eg; About how much does a newborn baby weigh? 4 mg 4 g 4 kg 4 eg | Sequence 3: Metric units: capacity | Examples: _____milliliters in a liter; How much milk can we put in a baby bottle? 250 ml 250 dl 250 1 250 kl; How much water would a basketball hold? 3 ml 3 dl 3 1 3 kl | Sequence 4: Customary units: area and volume | Examples: What is the area of a room 8 feet long and 10 feet wide?_____,Low,0.245,
3,Identify parallelograms.,CCSS.MATH.CONTENT.3.G.A.1+5,"Skill: Geometry | Grade: 3 | Sequence 1: Find the perimeter | Examples: Find the perimeter of this square. | Visual Aids: A square with side lengths labeled '4""'. | Sequence 2: Find the area of rectangle or square | Examples: Find the area of this rectangle. | Visual Aids: A rectangle with side lengths labeled '3""' and '6""'. | Sequence 3: Identify parallel lines | Examples: Circle each group of parallel lines. | Visual Aids: Diagrams showing groups of parallel and non-parallel lines. | Sequence 4: Identify perpendicular lines | Examples: Circle each group of perpendicular lines. | Visual Aids: Diagrams showing groups of perpendicular and non-perpendicular lines. | Sequence 5: Identify a parallelogram | Examples: Circle each parallelogram. | Visual Aids: Images of parallelograms and other quadrilaterals. | Sequence 6: Draw a line segment | Examples: Draw the line segment CD. | Visual Aids: Four points labeled A, B, C, and D.",Very Low,0.175,
