grade,substandard_description,substandard_id,direct_instructions,match_confidence,similarity_score,llm_explanation
4,"Identify and use the patterns formed by multiplying numbers by 10, 100, and 1000 to generate and compare multiples.",CCSS.MATH.CONTENT.4.NBT.A.1+2,Skill: Fractions | Problem Type: Multiplying fractions by whole numerals and converting answers to mixed numerals | Sequence: 7,Low,0.240,
4,"In the multiplicative statement, ___ is ___ times as much as _____, given two values, find the third.",CCSS.MATH.CONTENT.4.OA.A.1+2,Skill: Problem Solving | Problem Type: Multi-step problems: three numerals; the sum of two numerals is subtracted from the third numeral | Sequence: 2,Low,0.220,
4,Interpret multiplication equations as multiplicative comparisons and represent verbal multiplicative comparisons from word problems.,CCSS.MATH.CONTENT.4.OA.A.1+1-old,Skill: Decimals | Problem Type: Writing tenths and hundredths | Sequence: 2,Very Low,0.101,
4,Use multiplication or division to solve equal-groups and multiplicative-comparison problems.,CCSS.MATH.CONTENT.4.OA.A.2+1,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Low,0.200,
4,"Use the distributive property to break a one-digit × two-digit product into two simpler products [e.g., 7 × 26 = (7 × 20) + (7 × 6)] and add to find the result.",CCSS.MATH.CONTENT.4.NBT.B.5+1,Skill: Division | Problem Type: One-digit divisor; two- or three-digit dividend; two-digit quotient; remainder. | Sequence: 2,Low,0.262,
4,Represent a multi-digit multiplication as the area of a rectangle partitioned into smaller rectangles; label each partial area and add to obtain the full area (partial-products model).,CCSS.MATH.CONTENT.4.NBT.B.5+2,Skill: Geometry | Problem Type: Label angles | Sequence: 3,Low,0.227,
4,Multiply a three- or four-digit number by a one-digit number using an area model.,CCSS.MATH.CONTENT.4.NBT.B.5+10,Skill: Division | Problem Type: One-digit divisor; three- or four-digit dividend; three-digit quotient. | Sequence: 5,Very Low,0.100,"The curriculum standard specifies *multiplication* using an *area model*, while the direct instruction format describes *division* problems (one-digit divisor, multi-digit dividend). These are inverse operations and require different conceptual understandings and algorithms; the explicit requirement for an ""area model"" for multiplication is completely absent and irrelevant to the provided division problems. The only minimal overlap is that both involve multi-digit numbers and a single-digit number in an arithmetic context."
4,Multiply two-digit numbers with area models.,CCSS.MATH.CONTENT.4.NBT.B.5+3,Skill: Division | Problem Type: One-digit divisor; two- or three-digit dividend; two-digit quotient; remainder. | Sequence: 2,Low,0.286,
4,Multiply a one digit number by a two-digit number.,CCSS.MATH.CONTENT.4.NBT.B.5+6,Skill: Division | Problem Type: One-digit divisor; two- or three-digit dividend; two-digit quotient; remainder. | Sequence: 2,Low,0.396,
4,Subtract fractions within one with the same denominator.,CCSS.MATH.CONTENT.4.NF.B.3.A+9,Skill: Fractions | Problem Type: Rewriting fractions as equivalent fractions with larger denominators | Sequence: 9,Low,0.203,
4,Multiply two-digit numbers using the standard algorithm to compute products.,CCSS.MATH.CONTENT.4.NBT.B.5+7,Skill: Division | Problem Type: One-digit divisor; two- or three-digit dividend; two-digit quotient; remainder. | Sequence: 2,Low,0.228,
4,Solve problems involving multidigit multiplication.,CCSS.MATH.CONTENT.4.NBT.B.5+9,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Very Low,0.193,
4,Divide whole numbers by 10 or 100 using place-value shifts.,CCSS.MATH.CONTENT.4.NBT.B.5+8,Skill: Decimals | Problem Type: Ordering mixed decimals | Sequence: 7,Very Low,0.176,
4,"Check if a number is divisible by 2, 3, 5, or 10 by looking at its last digit.",CCSS.MATH.CONTENT.4.OA.B.4+1,Skill: Fractions | Problem Type: Adding and subtracting fractions with unlike denominators | Sequence: 11,Low,0.292,
4,"Verify if a number is divisible by 4, 6, 8 and 9.",CCSS.MATH.CONTENT.4.OA.B.4+4,Skill: Fractions | Problem Type: Rewriting whole numerals as fractions | Sequence: 5,Low,0.316,
4,Solve a word problem involving divisibility rules.,CCSS.MATH.CONTENT.4.OA.B.4+5,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Low,0.225,
4,Find all factors for a whole number in the range 1-100.,CCSS.MATH.CONTENT.4.OA.B.4+3,Skill: Fractions | Problem Type: Multiplying fractions by a whole number | Sequence: 6,Low,0.337,
4,Determine whether a given whole number in the range 1-100 is prime or composite.,CCSS.MATH.CONTENT.4.OA.B.4+2,Skill: Fractions | Problem Type: Multiplying fractions by a whole number | Sequence: 6,Low,0.299,
4,"Represent and solve division problems with remainders by using visual models, performing numerical calculations, and writing the corresponding equations.",CCSS.MATH.CONTENT.4.NBT.B.6+1,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Low,0.209,
4,Solve a word problem in which the remainder is the answer.,CCSS.MATH.CONTENT.4.NBT.B.6+6,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Low,0.226,
4,"Divide a three-digit dividend by a one-digit divisor with the standard algorithm, yielding a whole-number quotient and no remainder.",CCSS.MATH.CONTENT.4.NBT.B.6+3,Skill: Division | Problem Type: One-digit divisor; two- or three-digit dividend; two-digit quotient; no remainder. | Sequence: 1,High,0.700,"The direct instruction format aligns well with the core skill of using the standard algorithm for division with no remainder, for one-digit divisors and three-digit dividends (as seen in the example 2)172). However, it exhibits two key deviations:

1.  **Dividend Scope:** The standard specifically requires a ""three-digit dividend,"" while the instruction format includes ""two- or three-digit dividend."" This means the instruction includes problems (e.g., 5)85, 2)54) that are outside the explicit scope of the standard.
2.  **Quotient Scope:** The standard states ""yielding a whole-number quotient"" without specifying the number of digits. For a three-digit dividend by a one-digit divisor, the quotient can be two or three digits (e.g., 800 / 2 = 400). The instruction format *restricts* the quotient to ""two-digit quotient."" This is a significant limitation, as it means the instruction does not fully cover all possible outcomes mandated by the standard (specifically, problems that yield three-digit quotients).

While the core algorithmic process is very similar for these problem types, the explicit limitation on the quotient's digit count and the inclusion of out-of-scope dividends prevent it from being a ""very high similarity"" match. It's a high similarity because the central mathematical domain and core algorithm are the same, but the scope differences are notable."
4,Converting fractions of turns to degrees.,CCSS.MATH.CONTENT.4.MD.C.6+5,Skill: Fractions | Problem Type: Multiplying fractions by whole numerals and converting answers to mixed numerals | Sequence: 7,Low,0.249,
4,"Divide a three-digit dividend by a one-digit divisor with the standard algorithm, recording any remainder.",CCSS.MATH.CONTENT.4.NBT.B.6+4,Skill: Division | Problem Type: One-digit divisor; two- or three-digit dividend; two-digit quotient; remainder. | Sequence: 2,High,0.600,"The direct instruction format shows high similarity to the curriculum standard, sharing the core concept of dividing by a one-digit divisor using an algorithm and recording remainders. However, it falls short of a perfect or very high match due to two key discrepancies:

1.  **Dividend Size:** The curriculum standard explicitly requires a ""three-digit dividend."" While the direct instruction's ""Problem Type"" description includes ""three-digit dividend"" (along with ""two-digit""), all provided examples (`5)87`, `2)73`, `2)55`) feature *only two-digit dividends*. This means the instruction, as exemplified, does not fully address the specific complexity level mandated by the standard.
2.  **Quotient Size:** The direct instruction specifies a ""two-digit quotient."" The curriculum standard does not place such a restriction. A three-digit dividend by a one-digit divisor can result in either a two-digit or a three-digit quotient (e.g., 150/3 = 50 vs. 450/3 = 150). This restriction limits the scope of problems covered by the instruction compared to the standard.

Despite these differences in specific numerical scope, the fundamental mathematical operation, the use of a standard algorithm (implied), and the recording of remainders are perfectly aligned. The instruction addresses a prerequisite or a subset of the standard's full scope."
4,"Divide a four-digit dividend by a one-digit divisor with the standard algorithm, with or without a remainder.",CCSS.MATH.CONTENT.4.NBT.B.6+5,Skill: Division | Problem Type: One-digit divisor; three- or four-digit dividend; three-digit quotient with a zero. | Sequence: 6,Very High,0.800,"The direct instruction format aligns very highly with the curriculum standard. Both focus on the core skill of division using a one-digit divisor and the standard algorithm, with results that may or may not include a remainder. The primary points of alignment are:
1.  **Skill:** Both address division.
2.  **Divisor:** Both specify a one-digit divisor.
3.  **Method:** Both implicitly or explicitly refer to the standard algorithm.
4.  **Remainder:** The standard explicitly includes ""with or without a remainder,"" which is demonstrated in the instruction's examples (e.g., 5)2042 has a remainder, 2)1214 does not).

The minor differences that prevent a perfect match (1.0) are:
1.  **Dividend Scope:** The standard specifies a ""four-digit dividend,"" while the instruction describes ""three- or four-digit dividend."" While two of the three examples provided (5)2042, 2)1214) use four-digit dividends, one example (5)520) uses a three-digit dividend, slightly broadening the scope beyond the standard's explicit limit.
2.  **Quotient Specificity:** The instruction format adds the specific focus of a ""three-digit quotient with a zero,"" which is a particular type of problem within the broader standard. This is a narrowing of focus for pedagogical purposes, rather than a deviation, but it means the instruction is addressing a subset of the standard's full scope."
4,Use the standard long-division algorithm to find whole-number quotients and record and interpret any remainders.,CCSS.MATH.CONTENT.4.NBT.B.6+2,Skill: Fractions | Problem Type: Finding the least common multiple of two small numbers | Sequence: 10,Very Low,0.167,
4,Evaluate multi-step numerical expressions that include any of the four operations by correctly applying the conventional order of operations to obtain your answer.,CCSS.MATH.CONTENT.4.OA.A.3+1,Skill: Measurement | Problem Type: Customary units: operations—regrouping required | Sequence: 2,Very Low,0.196,
4,Complete multiplication sentences that multiply unit fractions by whole numbers without models.,CCSS.MATH.CONTENT.4.NF.B.4.A+2,Skill: Fractions | Problem Type: Multiplying fractions by a whole number | Sequence: 6,Low,0.217,
4,Write an equation for a multi-step word problem that include any of the four operations.,CCSS.MATH.CONTENT.4.OA.A.3+3,Skill: Geometry | Problem Type: Label angles | Sequence: 3,Low,0.258,
4,"Calculate the average of a set of numbers by adding the numbers together and dividing by the total count, and solve real-world problems involving averages.",CCSS.MATH.CONTENT.4.OA.A.3+4,Skill: Fractions | Problem Type: Finding the least common multiple of two small numbers | Sequence: 10,Low,0.229,
4,"Write equations for equations including addition, subtraction, multiplication, and division. This includes expressing multiplicative relationships.",CCSS.MATH.CONTENT.4.OA.A.1+3,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Low,0.223,
4,Solve multistep word problems.,CCSS.MATH.CONTENT.4.OA.A.3+6,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Low,0.216,
4,Assess the reasonableness of multistep word problems by rounding.,CCSS.MATH.CONTENT.4.OA.A.3+7,Skill: Geometry | Problem Type: Find the perimeter of various polygons | Sequence: 13,Very Low,0.159,
4,Convert between mixed numbers and improper fractions.,CCSS.MATH.CONTENT.4.NF.B.3.A+3,Skill: Fractions | Problem Type: Converting mixed numerals to improper fractions | Sequence: 12,Low,0.297,
4,"Understand and convert between basic time units (seconds, minutes, hours) to solve time-related problems.",CCSS.MATH.CONTENT.4.MD.A.1+1,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Very Low,0.168,
4,Solve problems involving elapsed time.,CCSS.MATH.CONTENT.4.MD.A.2+5,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Very Low,0.193,
4,Convert between 12-hour (a.m./p.m.) and 24-hour (military) time and solve elapsed-time word problems that use either format.,CCSS.MATH.CONTENT.4.MD.A.2+1,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Low,0.213,
4,Use rulers to measure objects in inches.,CCSS.MATH.CONTENT.4.MD.A.2+2-old,Skill: Geometry | Problem Type: Define degree/measure angles using a protractor | Sequence: 4,Low,0.238,
4,Use rulers to measure objects in centimeters and millimeters.,CCSS.MATH.CONTENT.4.MD.A.2+3,Skill: Geometry | Problem Type: Define degree/measure angles using a protractor | Sequence: 4,Low,0.210,
4,"Add mixed numbers with a common denominator by combining their whole-number parts and fractional parts, without regrouping.",CCSS.MATH.CONTENT.4.NF.B.3.A+5,Skill: Fractions | Problem Type: Multiplying fractions by whole numerals and converting answers to mixed numerals | Sequence: 7,Very Low,0.188,
4,Identify which customary units are appropriate for a given situation.,CCSS.MATH.CONTENT.4.MD.A.1+8,Skill: Measurement | Problem Type: Customary units: operations—regrouping required | Sequence: 2,Very Low,0.150,
4,"Convert and solve problems involving linear measurement using inches, feet, yards and miles.",CCSS.MATH.CONTENT.4.MD.A.1+2,Skill: Measurement | Problem Type: Conversions | Sequence: 4,Low,0.378,
5,Multiply two fractions.,CCSS.MATH.CONTENT.5.NF.B.4.A+5,Skill: Fractions | Problem Type: Adding and subtracting three fractions with different denominators | Sequence: 8,Low,0.245,
5,"Recognize that in a multi-digit number, each digit represents 10 times the digit to its right and 1/10 of the digit to its left.",CCSS.MATH.CONTENT.5.NBT.A.1+2,Skill: Decimals | Problem Type: Multiplying decimals: one-digit or two-digit factor times three-digit factor | Sequence: 3,Low,0.306,
4,Recognize and apply the conversion relationships among customary weight units to solve measurement problems.,CCSS.MATH.CONTENT.4.MD.A.1+4,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Very Low,0.185,
4,Convert between customary volume units to solve measurement problems.,CCSS.MATH.CONTENT.4.MD.A.1+6,Skill: Measurement | Problem Type: Customary units: story problems—renaming | Sequence: 3,Very Low,0.171,
4,Identify which metric units are appropriate for a given situation.,CCSS.MATH.CONTENT.4.MD.A.1+9,Skill: Decimals | Problem Type: Reading tenths and hundredths | Sequence: 1,Very Low,0.098,
4,"Convert and solve problems involving linear measurement using metric length units (kilometers, meters, centimeters)",CCSS.MATH.CONTENT.4.MD.A.1+3,Skill: Data Analysis | Problem Type: Solve problems involving addition and subtraction of fractions using information from line plots | Sequence: 1,Low,0.226,
4,"Understand and compare metric weight units, including recognizing the relative values of grams and kilograms.",CCSS.MATH.CONTENT.4.MD.A.1+5,Skill: Fractions | Problem Type: Finding the least common multiple of two small numbers | Sequence: 10,Very Low,0.168,
4,"Add mixed numbers with a common denominator by combining their whole-number parts and fractional parts, with regrouping.",CCSS.MATH.CONTENT.4.NF.B.3.A+7,Skill: Fractions | Problem Type: Adding and subtracting mixed numbers: fractions with like denominators | Sequence: 2,Very Low,0.187,
4,Convert between metric volume units  of liters and milliliters to solve measurement problems.,CCSS.MATH.CONTENT.4.MD.A.1+7,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Very Low,0.192,
4,Create equivalent fractions by multiplying the numerator and denominator by the same number.,CCSS.MATH.CONTENT.4.NF.A.1+1,Skill: Fractions | Problem Type: Multiplying fractions by a whole number | Sequence: 6,Low,0.307,
4,Type a missing number that makes two fractions equal.,CCSS.MATH.CONTENT.4.NF.A.1+3,Skill: Fractions | Problem Type: Multiplying fractions by a whole number | Sequence: 6,Very Low,0.191,
4,Simplify fraction to lowest terms.,CCSS.MATH.CONTENT.4.NF.A.1+2,Skill: Decimals | Problem Type: Writing tenths and hundredths | Sequence: 2,Very Low,0.176,
4,Decompose fractions into unit fractions using models.,CCSS.MATH.CONTENT.4.NF.A.1+4,Skill: Fractions | Problem Type: Rewriting fractions as equivalent fractions with larger denominators | Sequence: 9,Low,0.269,
8,Interpret points on a graph of a linear function.,CCSS.MATH.CONTENT.8.F.A.1+3,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.000,
4,Write a fraction as a sum of fractions.,CCSS.MATH.CONTENT.4.NF.A.1+5,Skill: Decimals | Problem Type: Writing tenths and hundredths | Sequence: 2,High,0.700,"The curriculum standard focuses on decomposing a fraction into a sum of other fractions (e.g., 3/4 = 1/4 + 1/4 + 1/4 or 1/2 + 1/4). The direct instruction format focuses on converting fractions with denominators of 10 or 100 into decimal numerals. While the explicit output differs (sum of fractions vs. decimal numeral), the underlying conceptual understanding is highly related. To understand why 19/100 equals 0.19, a student often implicitly or explicitly decomposes 19/100 into 10/100 + 9/100, which simplifies to 1/10 + 9/100. This decomposition *is* writing a fraction as a sum of fractions. The understanding of tenths and hundredths in decimal form is directly built upon sums of these fractional parts. Therefore, the direct instruction leverages a core conceptual skill described in the standard, placing it in the ""high similarity"" range."
4,Write an improper fraction as a sum of fractions.,CCSS.MATH.CONTENT.4.NF.A.1+6,Skill: Decimals | Problem Type: Writing tenths and hundredths | Sequence: 2,Low,0.380,
4,Decompose fractions multiple ways.,CCSS.MATH.CONTENT.4.NF.A.1+7,Skill: Fractions | Problem Type: Finding the least common multiple of two small numbers | Sequence: 10,Low,0.242,
4,Decompose proper fractions into a sum of fractions in multiple ways.,CCSS.MATH.CONTENT.4.NF.B.3.A+1-old,Skill: Fractions | Problem Type: Rewriting fractions as equivalent fractions with larger denominators | Sequence: 9,Low,0.233,
4,Decompose improper fractions into a sum of fractions in multiple ways.,CCSS.MATH.CONTENT.4.NF.B.3.B+1-old,Skill: Fractions | Problem Type: Rewriting fractions as equivalent fractions with larger denominators | Sequence: 9,Low,0.233,
4,Multiply unit fractions by whole numbers with models.,CCSS.MATH.CONTENT.4.NF.B.4.A+1,Skill: Fractions | Problem Type: Multiplying fractions by a whole number | Sequence: 6,Low,0.266,
4,Compare fractions with benchmarks.,CCSS.MATH.CONTENT.4.NF.A.2+3,Skill: Fractions | Problem Type: Rewriting fractions as equivalent fractions with larger denominators | Sequence: 9,Low,0.288,
4,"Determine >, <, or = for the two fractions provided using equivalent fractions.",CCSS.MATH.CONTENT.4.NF.A.2+1,Skill: Fractions | Problem Type: Rewriting fractions as equivalent fractions with larger denominators | Sequence: 9,Low,0.335,
4,Compare and order a set of fractions from least to greatest (or greatest to least).,CCSS.MATH.CONTENT.4.NF.A.2+2,Skill: Fractions | Problem Type: Finding the least common multiple of two small numbers | Sequence: 10,Low,0.333,
4,Add fractions within one with the same denominator.,CCSS.MATH.CONTENT.4.NF.B.3.A+4,Skill: Fractions | Problem Type: Rewriting fractions as equivalent fractions with larger denominators | Sequence: 9,Low,0.203,
4,Add fractions greater than one with the same denominator.,CCSS.MATH.CONTENT.4.NF.B.3.A+6,Skill: Fractions | Problem Type: Rewriting fractions as equivalent fractions with larger denominators | Sequence: 9,Very Low,0.192,
4,"Subtract a mixed number minus a fraction, without regrouping.",CCSS.MATH.CONTENT.4.NF.B.3.C+1,Skill: Decimals | Problem Type: Writing mixed decimals: tenths and hundredths | Sequence: 4,Low,0.248,
4,"Subtract a mixed number minus a fraction, with regrouping.",CCSS.MATH.CONTENT.4.NF.B.3.A+8,Skill: Decimals | Problem Type: Writing mixed decimals: tenths and hundredths | Sequence: 4,Low,0.248,
4,Whole number minus mixed number,CCSS.MATH.CONTENT.4.NF.B.3.C+3,Skill: Fractions | Problem Type: Multiplying fractions by a whole number | Sequence: 6,Low,0.281,
4,Mixed number minus a mixed number,CCSS.MATH.CONTENT.4.NF.B.3.C+2,Skill: Decimals | Problem Type: Writing mixed decimals: tenths and hundredths | Sequence: 4,Medium,0.400,"The curriculum standard focuses on performing an *operation* (subtraction) with mixed numbers. The direct instruction format, however, focuses on *representing* mixed numbers as mixed decimals. While both components deal with ""mixed numbers"" and are within the broader domain of rational numbers, the core skill being taught (subtraction vs. conversion/representation) is fundamentally different. The instruction is a related but distinct concept that doesn't directly address the ""minus"" operation."
4,"Solve word problems involving addition and subtraction of fractions referring to the same whole and having like denominators, e.g., by using visual fraction models and equations to represent the problem.",CCSS.MATH.CONTENT.4.NF.B.3.D+1,Skill: Data Analysis | Problem Type: Solve problems involving addition and subtraction of fractions using information from line plots | Sequence: 1,Low,0.269,
5,Multiply a number by a power of ten.,CCSS.MATH.CONTENT.5.NBT.A.2+6,"Skill: Percent, Ratio, Probability | Problem Type: Determining a percent of a given number | Sequence: 2",Low,0.243,
4,"Make a line plot to display a data set of measurements in fractions of a unit (1/2, 1/4, 1/8).",CCSS.MATH.CONTENT.4.MD.B.4+1,Skill: Fractions | Problem Type: Multiplying fractions | Sequence: 1,Low,0.200,"The curriculum standard focuses on data representation using line plots with fractional measurements. The direct instruction format targets a specific arithmetic operation: multiplying fractions. While both involve fractions, the core skills and cognitive demands are distinct. One is about visualizing data, the other is about computation. There is minimal overlap in the specific concept or skill being addressed."
4,Solve problems involving addition and subtraction of fractions by using information presented in line plots.,CCSS.MATH.CONTENT.4.MD.B.4+2,Skill: Data Analysis | Problem Type: Solve problems involving addition and subtraction of fractions using information from line plots | Sequence: 1,Very High,1.000,"The direct instruction format's ""Problem Type"" statement is an exact match to the curriculum standard. The examples provided (calculating length differences and total lengths) perfectly align with applying addition and subtraction of fractions, which would be derived from a line plot as specified."
4,Solve mathematical problems involving multiplying whole numbers and fractions with models and repeated addition.,CCSS.MATH.CONTENT.4.NF.B.4.B+1,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Low,0.268,
4,Solving mathematical problems involving multiplying whole numbers and fractions.,CCSS.MATH.CONTENT.4.NF.B.4.B+3,Skill: Fractions | Problem Type: Multiplying fractions by whole numerals and converting answers to mixed numerals | Sequence: 7,Low,0.284,
4,Solve real-world problems involving multiplying fractions by whole numbers.,CCSS.MATH.CONTENT.4.NF.B.4.C+1,Skill: Fractions | Problem Type: Multiplying fractions by a whole number | Sequence: 6,Low,0.337,
5,Divide a number by a power of ten.,CCSS.MATH.CONTENT.5.NBT.A.2+7,"Skill: Percent, Ratio, Probability | Problem Type: Determining a percent of a given number | Sequence: 2",Low,0.243,
4,"Use the four operations to solve word problems involving distances, intervals of time, liquid volumes, or masses of objects involving simple fractions",CCSS.MATH.CONTENT.4.MD.A.2+4,Skill: Data Analysis | Problem Type: Solve problems involving addition and subtraction of fractions using information from line plots | Sequence: 1,Low,0.212,
4,Express a fraction with denominator 10 as an equivalent fraction with denominator 100.,CCSS.MATH.CONTENT.4.NF.C.5+1,Skill: Decimals | Problem Type: Writing tenths and hundredths | Sequence: 2,Low,0.352,
4,"Add two fractions with respective denominators 10 and 100 (e.g. Express 3/10 as 30/100, and add 3/10 + 4/100 = 34/100.)",CCSS.MATH.CONTENT.4.NF.C.5+2,Skill: Fractions | Problem Type: Adding and subtracting fractions with unlike denominators | Sequence: 11,Low,0.394,
4,Identify place value of digits in decimal numbers.,CCSS.MATH.CONTENT.4.NF.C.6+2,Skill: Pre-Algebra | Problem Type: Prime numbers | Sequence: 1,Very Low,0.151,
4,Convert between fractions and decimals.,CCSS.MATH.CONTENT.4.NF.C.6+6,Skill: Fractions | Problem Type: Rewriting fractions as equivalent fractions with larger denominators | Sequence: 9,Very Low,0.180,
4,Model tenths with decimals and mixed numbers.,CCSS.MATH.CONTENT.4.NF.C.6+1,Skill: Decimals | Problem Type: Writing mixed decimals: tenths and hundredths | Sequence: 4,Low,0.357,
4,Graph a fraction on a number line that is labelled with decimals.,CCSS.MATH.CONTENT.4.NF.C.6+8,Skill: Geometry | Problem Type: Define/identify radius | Sequence: 1,Low,0.250,
5,Order a list of decimal numbers.,CCSS.MATH.CONTENT.5.NBT.A.4+1,Skill: Decimals | Problem Type: Converting proper fraction to decimal; no rounding off required | Sequence: 11,Low,0.245,
4,Convert freely between fractions with denominators 10 and their equivalent decimal forms,CCSS.MATH.CONTENT.4.NF.C.6+1-old,Skill: Fractions | Problem Type: Rewriting fractions as equivalent fractions with larger denominators | Sequence: 9,Medium,0.500,"The direct instruction format addresses a foundational skill (rewriting fractions as equivalent fractions, sometimes with a denominator of 10) that is a prerequisite for understanding and applying the curriculum standard. For instance, converting 2/5 to 4/10 is a useful step if one wants to then convert 2/5 to 0.4. However, the instruction completely omits the core component of the standard: the conversion to and from *decimal forms*. It only deals with fraction-to-fraction conversions, making it a partial and preparatory match rather than a direct alignment with the standard's explicit goal of decimal conversion."
4,Convert freely between fractions with denominators 100 and their equivalent decimal form.,CCSS.MATH.CONTENT.4.NF.C.6+7-old,Skill: Fractions | Problem Type: Rewriting fractions as equivalent fractions with larger denominators | Sequence: 9,Low,0.354,
4,Compare two decimals to the hundredths place using models.,CCSS.MATH.CONTENT.4.NF.C.7+3,Skill: Decimals | Problem Type: Reading mixed decimals: tenths and hundredths | Sequence: 3,Very Low,0.195,
4,Compare two decimals to the hundredths place.,CCSS.MATH.CONTENT.4.NF.C.7+1,Skill: Decimals | Problem Type: Reading mixed decimals: tenths and hundredths | Sequence: 3,Low,0.221,
4,Order a list of decimals.,CCSS.MATH.CONTENT.4.NF.C.7+2,Skill: Decimals | Problem Type: Ordering mixed decimals | Sequence: 7,Low,0.234,
4,Add two fractions with respective denominators 10 and 100 using the common denominator of 100.,CCSS.MATH.CONTENT.4.NF.C.6+3,Skill: Fractions | Problem Type: Finding the least common multiple of two small numbers | Sequence: 10,Low,0.277,
4,Solve problems involving area.,CCSS.MATH.CONTENT.4.MD.A.3+1,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Low,0.216,
4,Solve problems involving perimeter.,CCSS.MATH.CONTENT.4.MD.A.3+2,Skill: Geometry | Problem Type: Find the perimeter of various polygons | Sequence: 13,Low,0.308,
4,Solve area and perimeter problems.,CCSS.MATH.CONTENT.4.MD.A.3+3,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Low,0.310,
4,"Recognize, name, and use the properties of lines, rays, and angles to analyze and solve geometric problems.",CCSS.MATH.CONTENT.4.MD.C.5.A+1,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Low,0.254,
4,Determine and record angle measurements in degrees using a protractor.,CCSS.MATH.CONTENT.4.MD.C.6+1,"Skill: Geometry | Problem Type: State the degrees in an angle, given examples of a right angle, a straight angle, or a full circle | Sequence: 14",High,0.600,"The direct instruction format aligns with the ""determine and record angle measurements in degrees"" aspect of the standard. However, it specifically focuses on right, straight, and full circle angles, whose degree measures are often memorized or conceptually understood rather than *measured with a protractor*. The standard explicitly requires the use of a protractor, which is a key procedural skill not addressed by the described problem types in the direct instruction. Therefore, while the core concept of angle measurement in degrees is present, the critical element of using the specified tool is absent from the instruction's described problems."
4,Measure angles on a circle.,CCSS.MATH.CONTENT.4.MD.C.6+3,Skill: Geometry | Problem Type: Define degree/measure angles using a protractor | Sequence: 4,Very High,0.900,"The direct instruction format provides the foundational knowledge (define degree) and the primary practical skill (measure angles using a protractor) necessary to achieve the curriculum standard. While ""on a circle"" specifies the context for the angles, many angles on a circle (e.g., central angles) are directly measured with a protractor, and the understanding of angle measurement is prerequisite for any method of measuring angles within that context. The core skill of ""measure angles"" is identical."
4,Use fractions to find the measure of an angle.,CCSS.MATH.CONTENT.4.MD.C.6+4,"Skill: Geometry | Problem Type: State the degrees in an angle, given examples of a right angle, a straight angle, or a full circle | Sequence: 14",Low,0.351,
4,Construct angles by accurately aligning a protractor with a reference baseline and marking the specified degree measurement.,CCSS.MATH.CONTENT.4.MD.C.6+2,Skill: Geometry | Problem Type: Construct angles using a protractor | Sequence: 5,Low,0.379,
4,"Identify right angles, obtuse angles, acute angles",CCSS.MATH.CONTENT.4.G.A.1+1,Skill: Geometry | Problem Type: Construct angles using a protractor | Sequence: 5,High,0.600,"The curriculum standard focuses on the skill of *identifying* different types of angles (right, obtuse, acute) based on their properties. The direct instruction format, while also dealing with angles and their measures, emphasizes the skill of *constructing* angles using a protractor.

There is a high conceptual overlap: to construct a 90-degree angle, one must understand what a 90-degree angle is, which is the definition of a right angle. Similarly, constructing a 45-degree angle reinforces the concept of an acute angle. Therefore, the direct instruction activity directly involves and reinforces the understanding of the angle types mentioned in the standard.

However, the core cognitive skill differs: ""identifying"" (classification) is distinct from ""constructing"" (creation/application of tools). A student might be proficient at constructing angles but still need specific instruction or practice in quickly and accurately identifying pre-drawn angles without measurement, or identifying them in various contexts. The instruction does not explicitly cover identifying obtuse angles, though the general problem type allows for it.

Given the strong conceptual alignment and the direct relevance of the construction examples to the angle types, but the difference in the primary skill, a similarity score in the high similarity range is appropriate."
