grade,substandard_description,substandard_id,direct_instructions,match_confidence,similarity_score,llm_explanation
4,Interpret multiplication equations as multiplicative comparisons and represent verbal multiplicative comparisons from word problems.,CCSS.MATH.CONTENT.4.OA.A.1+1-old,Skill: Decimals | Problem Type: Writing tenths and hundredths | Sequence: 2,Very Low,0.101,
4,Use multiplication or division to solve equal-groups and multiplicative-comparison problems.,CCSS.MATH.CONTENT.4.OA.A.2+1,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Low,0.200,
4,"Use the distributive property to break a one-digit × two-digit product into two simpler products [e.g., 7 × 26 = (7 × 20) + (7 × 6)] and add to find the result.",CCSS.MATH.CONTENT.4.NBT.B.5+1,Skill: Division | Problem Type: One-digit divisor; two- or three-digit dividend; two-digit quotient; remainder. | Sequence: 2,Low,0.262,
4,Represent a multi-digit multiplication as the area of a rectangle partitioned into smaller rectangles; label each partial area and add to obtain the full area (partial-products model).,CCSS.MATH.CONTENT.4.NBT.B.5+2,Skill: Geometry | Problem Type: Label angles | Sequence: 3,Low,0.227,
4,Multiply a three- or four-digit number by a one-digit number using an area model.,CCSS.MATH.CONTENT.4.NBT.B.5+10,Skill: Division | Problem Type: One-digit divisor; three- or four-digit dividend; three-digit quotient. | Sequence: 5,Medium,0.410,
4,Multiply two-digit numbers with area models.,CCSS.MATH.CONTENT.4.NBT.B.5+3,Skill: Division | Problem Type: One-digit divisor; two- or three-digit dividend; two-digit quotient; remainder. | Sequence: 2,Low,0.286,
4,Multiply a one digit number by a two-digit number.,CCSS.MATH.CONTENT.4.NBT.B.5+6,Skill: Division | Problem Type: One-digit divisor; two- or three-digit dividend; two-digit quotient; remainder. | Sequence: 2,Low,0.396,
4,Subtract fractions within one with the same denominator.,CCSS.MATH.CONTENT.4.NF.B.3.A+9,Skill: Fractions | Problem Type: Rewriting fractions as equivalent fractions with larger denominators | Sequence: 9,Low,0.203,
4,Multiply two-digit numbers using the standard algorithm to compute products.,CCSS.MATH.CONTENT.4.NBT.B.5+7,Skill: Division | Problem Type: One-digit divisor; two- or three-digit dividend; two-digit quotient; remainder. | Sequence: 2,Low,0.228,
4,Solve problems involving multidigit multiplication.,CCSS.MATH.CONTENT.4.NBT.B.5+9,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Very Low,0.193,
4,Divide whole numbers by 10 or 100 using place-value shifts.,CCSS.MATH.CONTENT.4.NBT.B.5+8,Skill: Decimals | Problem Type: Ordering mixed decimals | Sequence: 7,Very Low,0.176,
4,"Check if a number is divisible by 2, 3, 5, or 10 by looking at its last digit.",CCSS.MATH.CONTENT.4.OA.B.4+1,Skill: Fractions | Problem Type: Adding and subtracting fractions with unlike denominators | Sequence: 11,Low,0.292,
4,"Verify if a number is divisible by 4, 6, 8 and 9.",CCSS.MATH.CONTENT.4.OA.B.4+4,Skill: Fractions | Problem Type: Rewriting whole numerals as fractions | Sequence: 5,Low,0.316,
4,Solve a word problem involving divisibility rules.,CCSS.MATH.CONTENT.4.OA.B.4+5,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Low,0.225,
4,Find all factors for a whole number in the range 1-100.,CCSS.MATH.CONTENT.4.OA.B.4+3,Skill: Fractions | Problem Type: Multiplying fractions by a whole number | Sequence: 6,Low,0.337,
4,Determine whether a given whole number in the range 1-100 is prime or composite.,CCSS.MATH.CONTENT.4.OA.B.4+2,Skill: Fractions | Problem Type: Multiplying fractions by a whole number | Sequence: 6,Low,0.299,
4,"Represent and solve division problems with remainders by using visual models, performing numerical calculations, and writing the corresponding equations.",CCSS.MATH.CONTENT.4.NBT.B.6+1,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Low,0.209,
4,Solve a word problem in which the remainder is the answer.,CCSS.MATH.CONTENT.4.NBT.B.6+6,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Low,0.226,
4,"Divide a three-digit dividend by a one-digit divisor with the standard algorithm, yielding a whole-number quotient and no remainder.",CCSS.MATH.CONTENT.4.NBT.B.6+3,Skill: Division | Problem Type: One-digit divisor; two- or three-digit dividend; two-digit quotient; no remainder. | Sequence: 1,Medium,0.508,
4,Converting fractions of turns to degrees.,CCSS.MATH.CONTENT.4.MD.C.6+5,Skill: Fractions | Problem Type: Multiplying fractions by whole numerals and converting answers to mixed numerals | Sequence: 7,Low,0.249,
4,"Divide a three-digit dividend by a one-digit divisor with the standard algorithm, recording any remainder.",CCSS.MATH.CONTENT.4.NBT.B.6+4,Skill: Division | Problem Type: One-digit divisor; two- or three-digit dividend; two-digit quotient; remainder. | Sequence: 2,Medium,0.466,
4,"Divide a four-digit dividend by a one-digit divisor with the standard algorithm, with or without a remainder.",CCSS.MATH.CONTENT.4.NBT.B.6+5,Skill: Division | Problem Type: One-digit divisor; three- or four-digit dividend; three-digit quotient with a zero. | Sequence: 6,Medium,0.473,
4,Use the standard long-division algorithm to find whole-number quotients and record and interpret any remainders.,CCSS.MATH.CONTENT.4.NBT.B.6+2,Skill: Fractions | Problem Type: Finding the least common multiple of two small numbers | Sequence: 10,Very Low,0.167,
4,Evaluate multi-step numerical expressions that include any of the four operations by correctly applying the conventional order of operations to obtain your answer.,CCSS.MATH.CONTENT.4.OA.A.3+1,Skill: Measurement | Problem Type: Customary units: operations—regrouping required | Sequence: 2,Very Low,0.196,
4,Complete multiplication sentences that multiply unit fractions by whole numbers without models.,CCSS.MATH.CONTENT.4.NF.B.4.A+2,Skill: Fractions | Problem Type: Multiplying fractions by a whole number | Sequence: 6,Low,0.217,
4,Write an equation for a multi-step word problem that include any of the four operations.,CCSS.MATH.CONTENT.4.OA.A.3+3,Skill: Geometry | Problem Type: Label angles | Sequence: 3,Low,0.258,
4,"Calculate the average of a set of numbers by adding the numbers together and dividing by the total count, and solve real-world problems involving averages.",CCSS.MATH.CONTENT.4.OA.A.3+4,Skill: Fractions | Problem Type: Finding the least common multiple of two small numbers | Sequence: 10,Low,0.229,
4,"Write equations for equations including addition, subtraction, multiplication, and division. This includes expressing multiplicative relationships.",CCSS.MATH.CONTENT.4.OA.A.1+3,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Low,0.223,
4,Solve multistep word problems.,CCSS.MATH.CONTENT.4.OA.A.3+6,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Low,0.216,
4,Assess the reasonableness of multistep word problems by rounding.,CCSS.MATH.CONTENT.4.OA.A.3+7,Skill: Geometry | Problem Type: Find the perimeter of various polygons | Sequence: 13,Very Low,0.159,
4,Convert between mixed numbers and improper fractions.,CCSS.MATH.CONTENT.4.NF.B.3.A+3,Skill: Fractions | Problem Type: Converting mixed numerals to improper fractions | Sequence: 12,Low,0.297,
4,"Understand and convert between basic time units (seconds, minutes, hours) to solve time-related problems.",CCSS.MATH.CONTENT.4.MD.A.1+1,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Very Low,0.168,
4,Solve problems involving elapsed time.,CCSS.MATH.CONTENT.4.MD.A.2+5,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Very Low,0.193,
4,Convert between 12-hour (a.m./p.m.) and 24-hour (military) time and solve elapsed-time word problems that use either format.,CCSS.MATH.CONTENT.4.MD.A.2+1,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Low,0.213,
4,Use rulers to measure objects in inches.,CCSS.MATH.CONTENT.4.MD.A.2+2-old,Skill: Geometry | Problem Type: Define degree/measure angles using a protractor | Sequence: 4,Low,0.238,
4,Use rulers to measure objects in centimeters and millimeters.,CCSS.MATH.CONTENT.4.MD.A.2+3,Skill: Geometry | Problem Type: Define degree/measure angles using a protractor | Sequence: 4,Low,0.210,
4,"Add mixed numbers with a common denominator by combining their whole-number parts and fractional parts, without regrouping.",CCSS.MATH.CONTENT.4.NF.B.3.A+5,Skill: Fractions | Problem Type: Multiplying fractions by whole numerals and converting answers to mixed numerals | Sequence: 7,Very Low,0.188,
4,Identify which customary units are appropriate for a given situation.,CCSS.MATH.CONTENT.4.MD.A.1+8,Skill: Measurement | Problem Type: Customary units: operations—regrouping required | Sequence: 2,Very Low,0.150,
4,"Convert and solve problems involving linear measurement using inches, feet, yards and miles.",CCSS.MATH.CONTENT.4.MD.A.1+2,Skill: Measurement | Problem Type: Conversions | Sequence: 4,Low,0.378,
5,Multiply two fractions.,CCSS.MATH.CONTENT.5.NF.B.4.A+5,Skill: Fractions | Problem Type: Adding and subtracting three fractions with different denominators | Sequence: 8,Low,0.245,
5,"Recognize that in a multi-digit number, each digit represents 10 times the digit to its right and 1/10 of the digit to its left.",CCSS.MATH.CONTENT.5.NBT.A.1+2,Skill: Decimals | Problem Type: Multiplying decimals: one-digit or two-digit factor times three-digit factor | Sequence: 3,Low,0.306,
4,Recognize and apply the conversion relationships among customary weight units to solve measurement problems.,CCSS.MATH.CONTENT.4.MD.A.1+4,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Very Low,0.185,
4,Convert between customary volume units to solve measurement problems.,CCSS.MATH.CONTENT.4.MD.A.1+6,Skill: Measurement | Problem Type: Customary units: story problems—renaming | Sequence: 3,Very Low,0.171,
4,Identify which metric units are appropriate for a given situation.,CCSS.MATH.CONTENT.4.MD.A.1+9,Skill: Decimals | Problem Type: Reading tenths and hundredths | Sequence: 1,Very Low,0.098,
4,"Convert and solve problems involving linear measurement using metric length units (kilometers, meters, centimeters)",CCSS.MATH.CONTENT.4.MD.A.1+3,Skill: Data Analysis | Problem Type: Solve problems involving addition and subtraction of fractions using information from line plots | Sequence: 1,Low,0.226,
4,"Understand and compare metric weight units, including recognizing the relative values of grams and kilograms.",CCSS.MATH.CONTENT.4.MD.A.1+5,Skill: Fractions | Problem Type: Finding the least common multiple of two small numbers | Sequence: 10,Very Low,0.168,
4,"Add mixed numbers with a common denominator by combining their whole-number parts and fractional parts, with regrouping.",CCSS.MATH.CONTENT.4.NF.B.3.A+7,Skill: Fractions | Problem Type: Adding and subtracting mixed numbers: fractions with like denominators | Sequence: 2,Very Low,0.187,
4,Convert between metric volume units  of liters and milliliters to solve measurement problems.,CCSS.MATH.CONTENT.4.MD.A.1+7,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Very Low,0.192,
4,Create equivalent fractions by multiplying the numerator and denominator by the same number.,CCSS.MATH.CONTENT.4.NF.A.1+1,Skill: Fractions | Problem Type: Multiplying fractions by a whole number | Sequence: 6,Low,0.307,
4,Type a missing number that makes two fractions equal.,CCSS.MATH.CONTENT.4.NF.A.1+3,Skill: Fractions | Problem Type: Multiplying fractions by a whole number | Sequence: 6,Very Low,0.191,
4,Simplify fraction to lowest terms.,CCSS.MATH.CONTENT.4.NF.A.1+2,Skill: Decimals | Problem Type: Writing tenths and hundredths | Sequence: 2,Very Low,0.176,
4,Decompose fractions into unit fractions using models.,CCSS.MATH.CONTENT.4.NF.A.1+4,Skill: Fractions | Problem Type: Rewriting fractions as equivalent fractions with larger denominators | Sequence: 9,Low,0.269,
8,Interpret points on a graph of a linear function.,CCSS.MATH.CONTENT.8.F.A.1+3,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.000,
4,Write a fraction as a sum of fractions.,CCSS.MATH.CONTENT.4.NF.A.1+5,Skill: Decimals | Problem Type: Writing tenths and hundredths | Sequence: 2,Medium,0.439,
4,Write an improper fraction as a sum of fractions.,CCSS.MATH.CONTENT.4.NF.A.1+6,Skill: Decimals | Problem Type: Writing tenths and hundredths | Sequence: 2,Low,0.380,
4,Decompose fractions multiple ways.,CCSS.MATH.CONTENT.4.NF.A.1+7,Skill: Fractions | Problem Type: Finding the least common multiple of two small numbers | Sequence: 10,Low,0.242,
4,Decompose proper fractions into a sum of fractions in multiple ways.,CCSS.MATH.CONTENT.4.NF.B.3.A+1-old,Skill: Fractions | Problem Type: Rewriting fractions as equivalent fractions with larger denominators | Sequence: 9,Low,0.233,
4,Decompose improper fractions into a sum of fractions in multiple ways.,CCSS.MATH.CONTENT.4.NF.B.3.B+1-old,Skill: Fractions | Problem Type: Rewriting fractions as equivalent fractions with larger denominators | Sequence: 9,Low,0.233,
4,Multiply unit fractions by whole numbers with models.,CCSS.MATH.CONTENT.4.NF.B.4.A+1,Skill: Fractions | Problem Type: Multiplying fractions by a whole number | Sequence: 6,Low,0.266,
4,Compare fractions with benchmarks.,CCSS.MATH.CONTENT.4.NF.A.2+3,Skill: Fractions | Problem Type: Rewriting fractions as equivalent fractions with larger denominators | Sequence: 9,Low,0.288,
4,"Determine >, <, or = for the two fractions provided using equivalent fractions.",CCSS.MATH.CONTENT.4.NF.A.2+1,Skill: Fractions | Problem Type: Rewriting fractions as equivalent fractions with larger denominators | Sequence: 9,Low,0.335,
4,Compare and order a set of fractions from least to greatest (or greatest to least).,CCSS.MATH.CONTENT.4.NF.A.2+2,Skill: Fractions | Problem Type: Finding the least common multiple of two small numbers | Sequence: 10,Low,0.333,
4,Add fractions within one with the same denominator.,CCSS.MATH.CONTENT.4.NF.B.3.A+4,Skill: Fractions | Problem Type: Rewriting fractions as equivalent fractions with larger denominators | Sequence: 9,Low,0.203,
4,Add fractions greater than one with the same denominator.,CCSS.MATH.CONTENT.4.NF.B.3.A+6,Skill: Fractions | Problem Type: Rewriting fractions as equivalent fractions with larger denominators | Sequence: 9,Very Low,0.192,
4,"Subtract a mixed number minus a fraction, without regrouping.",CCSS.MATH.CONTENT.4.NF.B.3.C+1,Skill: Decimals | Problem Type: Writing mixed decimals: tenths and hundredths | Sequence: 4,Low,0.248,
4,"Subtract a mixed number minus a fraction, with regrouping.",CCSS.MATH.CONTENT.4.NF.B.3.A+8,Skill: Decimals | Problem Type: Writing mixed decimals: tenths and hundredths | Sequence: 4,Low,0.248,
4,Whole number minus mixed number,CCSS.MATH.CONTENT.4.NF.B.3.C+3,Skill: Fractions | Problem Type: Multiplying fractions by a whole number | Sequence: 6,Low,0.281,
4,Mixed number minus a mixed number,CCSS.MATH.CONTENT.4.NF.B.3.C+2,Skill: Decimals | Problem Type: Writing mixed decimals: tenths and hundredths | Sequence: 4,Medium,0.438,
4,"Solve word problems involving addition and subtraction of fractions referring to the same whole and having like denominators, e.g., by using visual fraction models and equations to represent the problem.",CCSS.MATH.CONTENT.4.NF.B.3.D+1,Skill: Data Analysis | Problem Type: Solve problems involving addition and subtraction of fractions using information from line plots | Sequence: 1,Low,0.269,
5,Multiply a number by a power of ten.,CCSS.MATH.CONTENT.5.NBT.A.2+6,"Skill: Percent, Ratio, Probability | Problem Type: Determining a percent of a given number | Sequence: 2",Low,0.243,
4,"Make a line plot to display a data set of measurements in fractions of a unit (1/2, 1/4, 1/8).",CCSS.MATH.CONTENT.4.MD.B.4+1,Skill: Fractions | Problem Type: Multiplying fractions | Sequence: 1,Medium,0.570,
4,Solve problems involving addition and subtraction of fractions by using information presented in line plots.,CCSS.MATH.CONTENT.4.MD.B.4+2,Skill: Data Analysis | Problem Type: Solve problems involving addition and subtraction of fractions using information from line plots | Sequence: 1,Medium,0.440,
4,Solve mathematical problems involving multiplying whole numbers and fractions with models and repeated addition.,CCSS.MATH.CONTENT.4.NF.B.4.B+1,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Low,0.268,
4,Solving mathematical problems involving multiplying whole numbers and fractions.,CCSS.MATH.CONTENT.4.NF.B.4.B+3,Skill: Fractions | Problem Type: Multiplying fractions by whole numerals and converting answers to mixed numerals | Sequence: 7,Low,0.284,
4,Solve real-world problems involving multiplying fractions by whole numbers.,CCSS.MATH.CONTENT.4.NF.B.4.C+1,Skill: Fractions | Problem Type: Multiplying fractions by a whole number | Sequence: 6,Low,0.337,
5,Divide a number by a power of ten.,CCSS.MATH.CONTENT.5.NBT.A.2+7,"Skill: Percent, Ratio, Probability | Problem Type: Determining a percent of a given number | Sequence: 2",Low,0.243,
4,"Use the four operations to solve word problems involving distances, intervals of time, liquid volumes, or masses of objects involving simple fractions",CCSS.MATH.CONTENT.4.MD.A.2+4,Skill: Data Analysis | Problem Type: Solve problems involving addition and subtraction of fractions using information from line plots | Sequence: 1,Low,0.212,
4,Express a fraction with denominator 10 as an equivalent fraction with denominator 100.,CCSS.MATH.CONTENT.4.NF.C.5+1,Skill: Decimals | Problem Type: Writing tenths and hundredths | Sequence: 2,Low,0.352,
4,"Add two fractions with respective denominators 10 and 100 (e.g. Express 3/10 as 30/100, and add 3/10 + 4/100 = 34/100.)",CCSS.MATH.CONTENT.4.NF.C.5+2,Skill: Fractions | Problem Type: Adding and subtracting fractions with unlike denominators | Sequence: 11,Low,0.394,
4,Identify place value of digits in decimal numbers.,CCSS.MATH.CONTENT.4.NF.C.6+2,Skill: Pre-Algebra | Problem Type: Prime numbers | Sequence: 1,Very Low,0.151,
4,Convert between fractions and decimals.,CCSS.MATH.CONTENT.4.NF.C.6+6,Skill: Fractions | Problem Type: Rewriting fractions as equivalent fractions with larger denominators | Sequence: 9,Very Low,0.180,
4,Model tenths with decimals and mixed numbers.,CCSS.MATH.CONTENT.4.NF.C.6+1,Skill: Decimals | Problem Type: Writing mixed decimals: tenths and hundredths | Sequence: 4,Low,0.357,
4,Graph a fraction on a number line that is labelled with decimals.,CCSS.MATH.CONTENT.4.NF.C.6+8,Skill: Geometry | Problem Type: Define/identify radius | Sequence: 1,Low,0.250,
5,Order a list of decimal numbers.,CCSS.MATH.CONTENT.5.NBT.A.4+1,Skill: Decimals | Problem Type: Converting proper fraction to decimal; no rounding off required | Sequence: 11,Low,0.245,
4,Convert freely between fractions with denominators 10 and their equivalent decimal forms,CCSS.MATH.CONTENT.4.NF.C.6+1-old,Skill: Fractions | Problem Type: Rewriting fractions as equivalent fractions with larger denominators | Sequence: 9,Medium,0.411,
4,Convert freely between fractions with denominators 100 and their equivalent decimal form.,CCSS.MATH.CONTENT.4.NF.C.6+7-old,Skill: Fractions | Problem Type: Rewriting fractions as equivalent fractions with larger denominators | Sequence: 9,Low,0.354,
4,Compare two decimals to the hundredths place using models.,CCSS.MATH.CONTENT.4.NF.C.7+3,Skill: Decimals | Problem Type: Reading mixed decimals: tenths and hundredths | Sequence: 3,Very Low,0.195,
4,Compare two decimals to the hundredths place.,CCSS.MATH.CONTENT.4.NF.C.7+1,Skill: Decimals | Problem Type: Reading mixed decimals: tenths and hundredths | Sequence: 3,Low,0.221,
4,Order a list of decimals.,CCSS.MATH.CONTENT.4.NF.C.7+2,Skill: Decimals | Problem Type: Ordering mixed decimals | Sequence: 7,Low,0.234,
4,Add two fractions with respective denominators 10 and 100 using the common denominator of 100.,CCSS.MATH.CONTENT.4.NF.C.6+3,Skill: Fractions | Problem Type: Finding the least common multiple of two small numbers | Sequence: 10,Low,0.277,
4,Solve problems involving area.,CCSS.MATH.CONTENT.4.MD.A.3+1,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Low,0.216,
4,Solve problems involving perimeter.,CCSS.MATH.CONTENT.4.MD.A.3+2,Skill: Geometry | Problem Type: Find the perimeter of various polygons | Sequence: 13,Low,0.308,
4,Solve area and perimeter problems.,CCSS.MATH.CONTENT.4.MD.A.3+3,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Low,0.310,
4,"Recognize, name, and use the properties of lines, rays, and angles to analyze and solve geometric problems.",CCSS.MATH.CONTENT.4.MD.C.5.A+1,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Low,0.254,
4,Determine and record angle measurements in degrees using a protractor.,CCSS.MATH.CONTENT.4.MD.C.6+1,"Skill: Geometry | Problem Type: State the degrees in an angle, given examples of a right angle, a straight angle, or a full circle | Sequence: 14",Medium,0.463,
4,Measure angles on a circle.,CCSS.MATH.CONTENT.4.MD.C.6+3,Skill: Geometry | Problem Type: Define degree/measure angles using a protractor | Sequence: 4,Medium,0.547,
4,Use fractions to find the measure of an angle.,CCSS.MATH.CONTENT.4.MD.C.6+4,"Skill: Geometry | Problem Type: State the degrees in an angle, given examples of a right angle, a straight angle, or a full circle | Sequence: 14",Low,0.351,
4,Construct angles by accurately aligning a protractor with a reference baseline and marking the specified degree measurement.,CCSS.MATH.CONTENT.4.MD.C.6+2,Skill: Geometry | Problem Type: Construct angles using a protractor | Sequence: 5,Low,0.379,
4,"Identify right angles, obtuse angles, acute angles",CCSS.MATH.CONTENT.4.G.A.1+1,Skill: Geometry | Problem Type: Construct angles using a protractor | Sequence: 5,Medium,0.407,
4,Recognize that angle measure is additive and determine unknown angles by decomposing angles into non-overlapping parts and solving addition or subtraction equations in diagrams and real-world contexts.,CCSS.MATH.CONTENT.4.MD.C.7+1,Skill: Geometry | Problem Type: Define degree/measure angles using a protractor | Sequence: 4,Low,0.257,
4,Solve word problems involving unknown angles.,CCSS.MATH.CONTENT.4.MD.C.7+2,Skill: Geometry | Problem Type: Construct angles using a protractor | Sequence: 5,Very Low,0.200,
4,Identify parallel and perpendicular lines.,CCSS.MATH.CONTENT.4.G.A.1+2,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Very Low,0.118,
5,Use place value understanding to round decimals to any place.,CCSS.MATH.CONTENT.5.NBT.A.4+2,Skill: Decimals | Problem Type: Rounding off decimals | Sequence: 5,Low,0.266,
4,"Identify and classify quadrilaterals as parallelograms, rhombi, trapezoids, or non-parallelograms using their defining properties.",CCSS.MATH.CONTENT.4.G.A.2+1,Skill: Decimals | Problem Type: Writing tenths and hundredths | Sequence: 2,Very Low,0.104,
4,"Classify triangles as right, acute, or obtuse.",CCSS.MATH.CONTENT.4.G.A.2+2,Skill: Geometry | Problem Type: Define/identify acute angle | Sequence: 7,Low,0.285,
4,"Identify if a given triangle is scalene, isosceles but not equilateral, or equilateral",CCSS.MATH.CONTENT.4.G.A.2+3,Skill: Geometry | Problem Type: Define/identify equilateral triangle | Sequence: 10,High,0.608,
4,"Classify triangles as right, acute, obtuse, scalene, isosceles but not equilateral, or equilateral.",CCSS.MATH.CONTENT.4.G.A.2+4,Skill: Geometry | Problem Type: Define/identify equilateral triangle | Sequence: 10,Low,0.379,
4,Identify whether a dotted line across a shape is a line of symmetry.,CCSS.MATH.CONTENT.4.G.A.3+2,Skill: Geometry | Problem Type: Define/identify radius | Sequence: 1,Low,0.271,
4,"Identify now many lines of symmetries an image, shape or letter has.",CCSS.MATH.CONTENT.4.G.A.3+1,Skill: Problem Solving | Problem Type: Three numerals: two quantities are multiplied; the product is added or subtracted from a third numeral | Sequence: 3,Low,0.220,
5,Estimate sums or differences by rounding to the nearest whole number and then adding/subtracting.,CCSS.MATH.CONTENT.5.NBT.A.4+3,Skill: Decimals | Problem Type: Rounding off decimals | Sequence: 5,Low,0.348,
4,An angle that turns through n one-degree angles is said to have an angle measure of n degrees.,CCSS.MATH.CONTENT.4.MD.C.5.B+1-old,"Skill: Geometry | Problem Type: State the degrees in an angle, given examples of a right angle, a straight angle, or a full circle | Sequence: 14",Medium,0.499,
5,"Convert between standard, word and expanded form for multi-digit numbers.",CCSS.MATH.CONTENT.5.NBT.A.2+1,Skill: Decimals | Problem Type: Multiplying decimals: one-digit or two-digit factor times three-digit factor | Sequence: 3,Very Low,0.137,
5,Convert between place values using words.,CCSS.MATH.CONTENT.5.NBT.A.2+5,Skill: Pre-Algebra | Problem Type: Plot points on coordinate system given x and y values and reverse | Sequence: 1,Very Low,0.109,
5,Find the value of a given digit in a multigidit number.,CCSS.MATH.CONTENT.5.NBT.A.2+3,Skill: Fractions | Problem Type: Determining all factors of a given number | Sequence: 3,Low,0.277,
5,Convert between numbers into exponential form and multiplication expressions.,CCSS.MATH.CONTENT.5.NBT.A.2+2,Skill: Symbol Identification and Place Value | Problem Type: Reading and writing numerals between 10 million and 999 million | Sequence: 1,Very Low,0.107,
5,Divide multidigit numbers ending in zeros.,CCSS.MATH.CONTENT.5.NBT.B.7+8,"Skill: Decimals | Problem Type: Dividing: whole number divisor, zeros must be added to dividend after decimal point | Sequence: 9",Low,0.218,
5,Multiplify a whole number by a power of ten or the product of a single digit and a power of ten.,CCSS.MATH.CONTENT.5.NBT.A.2+4,"Skill: Percent, Ratio, Probability | Problem Type: Determining a percent of a given number | Sequence: 2",Low,0.286,
5,Represent decimals using models.,CCSS.MATH.CONTENT.5.NBT.A.3.A+5,Skill: Decimals | Problem Type: Converting mixed numbers to mixed decimals | Sequence: 18,Low,0.226,
5,Identify digits in decimal numbers.,CCSS.MATH.CONTENT.5.NBT.A.3.A+2,Skill: Decimals | Problem Type: Converting proper fraction to decimal; no rounding off required | Sequence: 11,Low,0.245,
5,Read and write decimals to thousandths using base-ten numerals.,CCSS.MATH.CONTENT.5.NBT.A.3.A+1,Skill: Symbol Identification and Place Value | Problem Type: Reading and writing numerals between 10 million and 999 million | Sequence: 1,Low,0.234,
5,Read and write decimals to thousandths using expanded form with decimals.,CCSS.MATH.CONTENT.5.NBT.A.3.A+3,Skill: Decimals | Problem Type: Converting mixed numbers to mixed decimals | Sequence: 18,Low,0.282,
5,Read and write decimals to thousandths using expanded form with fractions.,CCSS.MATH.CONTENT.5.NBT.A.3.A+4,Skill: Fractions | Problem Type: Adding and subtracting three fractions with different denominators | Sequence: 8,Low,0.298,
5,Identify decimals that are equivalent.,CCSS.MATH.CONTENT.5.NBT.A.3.B+1,Skill: Decimals | Problem Type: Converting mixed numbers to mixed decimals | Sequence: 18,Low,0.202,
5,Compare decimals to the thousandths on the number line.,CCSS.MATH.CONTENT.5.NBT.A.3.B+2,Skill: Decimals | Problem Type: Rounding off decimals | Sequence: 5,Low,0.266,
5,Find decimals that are greater than or less than decimals represented on grids.,CCSS.MATH.CONTENT.5.NBT.A.3.B+3,Skill: Decimals | Problem Type: Converting mixed numbers to mixed decimals | Sequence: 18,Low,0.219,
5,Compare decimal numbers.,CCSS.MATH.CONTENT.5.NBT.A.3.B+4,Skill: Decimals | Problem Type: Converting proper fraction to decimal; no rounding off required | Sequence: 11,Low,0.316,
5,"Solve word problems involving comparing, ordering and rounding decimals.",CCSS.MATH.CONTENT.5.NBT.A.4+4,Skill: Pre-Algebra | Problem Type: Solve problems that involve multiplication with addition and/or subtraction (preskill for integers) | Sequence: 4,Low,0.288,
5,Evaluate numerical expressions with parentheses.,CCSS.MATH.CONTENT.5.OA.A.1+2,Skill: Fractions | Problem Type: Adding and subtracting three fractions with different denominators | Sequence: 8,Very Low,0.093,
5,Recognize how different placement of parentheses results in different solutions.,CCSS.MATH.CONTENT.5.OA.A.1+3,"Skill: Percent, Ratio, Probability | Problem Type: Simple percentage word problems | Sequence: 3",Very Low,0.137,
5,Identify mistakes involving the order of operations.,CCSS.MATH.CONTENT.5.OA.A.1+4,Skill: Fractions | Problem Type: Word problems: adding and subtracting fractions with unlike denominators | Sequence: 2,Low,0.220,
5,Use order of operations to evaluate numerical expressions.,CCSS.MATH.CONTENT.5.OA.A.1+1,"Skill: Percent, Ratio, Probability | Problem Type: Determining a percent of a given number | Sequence: 2",Very Low,0.158,
5,Interpret mathematical expressions based on verbal descriptions for one step problems.,CCSS.MATH.CONTENT.5.OA.A.2+1,"Skill: Percent, Ratio, Probability | Problem Type: Single-event probability problems | Sequence: 8",Very Low,0.141,
